"","Geo_FIPS","cl2000","cl2010","cl2014","change","traj"
"792",6085503208,6,6,6,0,"traj0"
"793",6085503210,6,6,6,0,"traj0"
"794",6085503211,9,9,6,3,"traj0"
"795",6085503212,9,9,9,0,"traj0"
"796",6085503213,6,6,6,0,"traj0"
"797",6085503214,6,6,6,0,"traj0"
"798",6085503217,6,6,6,0,"traj0"
"799",6085503218,6,6,6,0,"traj0"
"800",6085503304,6,6,6,0,"traj0"
"801",6085503305,6,6,6,0,"traj0"
"802",6085503306,6,6,6,0,"traj0"
"803",6085503312,8,13,13,3,"traj0"
"804",6085503313,14,14,14,0,"traj0"
"805",6085503315,9,9,9,0,"traj0"
"806",6085503321,14,14,14,0,"traj0"
"807",6085503322,9,9,9,0,"traj0"
"808",6085503323,9,9,9,0,"traj0"
"809",6085503324,14,9,14,5.26,"traj0"
"810",6085503325,9,9,9,0,"traj0"
"811",6085503326,14,14,14,0,"traj0"
"812",6085503327,9,13,13,2.63,"traj0"
"813",6085503401,6,6,6,0,"traj0"
"814",6085503402,6,6,6,0,"traj0"
"815",6085503504,6,6,6,0,"traj0"
"816",6085503506,6,6,6,0,"traj0"
"817",6085503507,6,6,6,0,"traj0"
"818",6085503508,6,6,6,0,"traj0"
"819",6085503509,6,6,6,0,"traj0"
"820",6085503510,6,6,6,0,"traj0"
"821",6085503511,6,9,6,6,"traj0"
"822",6085503601,6,6,6,0,"traj0"
"823",6085503602,6,6,6,0,"traj0"
"824",6085503703,6,6,6,0,"traj0"
"825",6085503707,6,6,6,0,"traj0"
"826",6085503708,6,9,9,3,"traj0"
"827",6085503709,6,6,6,0,"traj0"
"828",6085503802,6,6,13,3,"traj0"
"829",6085503803,14,13,9,4.59,"traj0"
"830",6085503804,9,13,6,5.63,"traj0"
"831",6085504001,6,6,6,0,"traj0"
"832",6085504002,6,6,6,0,"traj0"
"833",6085504101,6,6,6,0,"traj0"
"834",6085504102,6,6,6,0,"traj0"
"835",6085504201,1,1,1,0,"traj0"
"836",6085504202,8,1,8,4.62,"traj0"
"837",6085504307,9,14,9,5.26,"traj0"
"838",6085504308,8,13,14,4.96,"traj0"
"839",6085504311,14,14,14,0,"traj0"
"840",6085504314,9,14,9,5.26,"traj0"
"841",6085504316,14,9,9,2.63,"traj0"
"842",6085504318,15,9,9,2.63,"traj0"
"843",6085504319,14,9,9,2.63,"traj0"
"844",6085504320,14,14,14,0,"traj0"
"845",6085504321,9,9,9,0,"traj0"
"846",6085504410,9,9,9,0,"traj0"
"847",6085504411,9,13,9,5.26,"traj0"
"848",6085504412,9,9,9,0,"traj0"
"849",6085504413,14,14,14,0,"traj0"
"850",6085504414,14,14,14,0,"traj0"
"851",6085504415,14,14,14,0,"traj0"
"852",6085504416,14,14,14,0,"traj0"
"853",6085504418,6,6,9,3,"traj0"
"854",6085504420,14,14,14,0,"traj0"
"855",6085504421,14,14,14,0,"traj0"
"856",6085504422,9,9,9,0,"traj0"
"857",6085504504,13,13,13,0,"traj0"
"858",6085504505,9,9,9,0,"traj0"
"859",6085504506,9,9,9,0,"traj0"
"860",6085504507,9,13,9,5.26,"traj0"
"861",6085504602,6,6,13,3,"traj0"
"862",6085504802,9,13,13,2.63,"traj0"
"863",6085504803,9,9,9,0,"traj0"
"864",6085504805,15,15,15,0,"traj0"
"865",6085504806,9,13,13,2.63,"traj0"
"866",6085504901,15,9,9,2.63,"traj0"
"867",6085505001,9,9,9,0,"traj0"
"868",6085505007,9,13,13,2.63,"traj0"
"869",6085505100,6,15,15,3,"traj0"
"870",6085505202,6,13,6,6,"traj0"
"871",6085505203,7,15,15,3,"traj0"
"872",6085505301,9,13,13,2.63,"traj0"
"873",6085505302,1,1,1,0,"traj0"
"874",6085505303,9,6,13,6,"traj0"
"875",6085505304,1,14,1,6,"traj0"
"876",6085505305,1,1,13,3,"traj0"
"877",6085505401,9,9,9,0,"traj0"
"878",6085505402,1,13,13,3,"traj0"
"879",6085505403,9,9,15,2.63,"traj0"
"880",6085505500,1,13,13,3,"traj0"
"881",6085505600,7,7,15,3,"traj0"
"882",6085505700,15,7,15,6,"traj0"
"883",6085505800,1,1,1,0,"traj0"
"884",6085505900,13,8,1,5.31,"traj0"
"885",6085506000,1,8,1,4.62,"traj0"
"886",6085506101,8,1,14,5.31,"traj0"
"887",6085506102,1,8,8,2.31,"traj0"
"888",6085506103,1,14,14,3,"traj0"
"889",6085506202,1,8,9,5.31,"traj0"
"890",6085506203,9,9,9,0,"traj0"
"891",6085506204,1,13,9,5.63,"traj0"
"892",6085506301,15,1,6,5.31,"traj0"
"893",6085506302,1,1,1,0,"traj0"
"894",6085506304,15,6,6,3,"traj0"
"895",6085506305,6,6,6,0,"traj0"
"896",6085506401,15,1,1,3,"traj0"
"897",6085506402,15,6,13,6,"traj0"
"898",6085506501,6,6,6,0,"traj0"
"899",6085506502,13,15,15,1.96,"traj0"
"900",6085506503,15,8,8,3,"traj0"
"901",6085506601,13,1,1,3,"traj0"
"902",6085506603,8,14,1,6,"traj0"
"903",6085506604,1,14,8,6,"traj0"
"904",6085506605,13,1,13,6,"traj0"
"905",6085506606,13,1,1,3,"traj0"
"906",6085506701,1,1,8,2.31,"traj0"
"907",6085506702,13,1,1,3,"traj0"
"908",6085506703,13,8,1,5.31,"traj0"
"909",6085506801,1,1,1,0,"traj0"
"910",6085506802,1,1,1,0,"traj0"
"911",6085506803,1,1,1,0,"traj0"
"912",6085506804,1,1,1,0,"traj0"
"913",6085506900,1,1,1,0,"traj0"
"914",6085507001,1,1,1,0,"traj0"
"915",6085507002,1,1,1,0,"traj0"
"916",6085507100,1,1,1,0,"traj0"
"917",6085507203,1,1,1,0,"traj0"
"918",6085507205,8,1,1,2.31,"traj0"
"919",6085507206,8,1,1,2.31,"traj0"
"920",6085507301,1,1,14,3,"traj0"
"921",6085507302,1,1,1,0,"traj0"
"922",6085507401,14,14,14,0,"traj0"
"923",6085507402,8,14,14,3,"traj0"
"924",6085507500,14,14,14,0,"traj0"
"925",6085507600,1,14,14,3,"traj0"
"926",6085507701,14,14,14,0,"traj0"
"927",6085507702,14,14,14,0,"traj0"
"928",6085507703,8,14,9,5.63,"traj0"
"929",6085507805,9,9,9,0,"traj0"
"930",6085507806,9,9,9,0,"traj0"
"931",6085507807,14,9,9,2.63,"traj0"
"932",6085507808,14,14,14,0,"traj0"
"933",6085507903,14,14,14,0,"traj0"
"934",6085507904,14,14,14,0,"traj0"
"935",6085507905,9,9,9,0,"traj0"
"936",6085507906,14,14,14,0,"traj0"
"937",6085508001,9,9,9,0,"traj0"
"938",6085508101,9,9,9,0,"traj0"
"939",6085508102,9,9,9,0,"traj0"
"940",6085508202,1,14,14,3,"traj0"
"941",6085508203,8,14,9,5.63,"traj0"
"942",6085508204,9,14,9,5.26,"traj0"
"943",6085508301,8,14,14,3,"traj0"
"944",6085508303,1,1,14,3,"traj0"
"945",6085508304,9,9,9,0,"traj0"
"946",6085508401,1,8,14,5.31,"traj0"
"947",6085508403,8,14,14,3,"traj0"
"948",6085508404,1,8,1,4.62,"traj0"
"949",6085508503,9,9,9,0,"traj0"
"950",6085508504,9,9,9,0,"traj0"
"951",6085508505,9,8,1,5.31,"traj0"
"952",6085508601,1,14,14,3,"traj0"
"953",6085508602,9,1,1,3,"traj0"
"954",6085508703,9,9,9,0,"traj0"
"955",6085508704,9,9,15,2.63,"traj0"
"956",6085508800,6,6,6,0,"traj0"
"957",6085508900,9,13,13,2.63,"traj0"
"958",6085509000,6,6,6,0,"traj0"
"959",6085509102,9,9,9,0,"traj0"
"960",6085509105,9,1,15,6,"traj0"
"961",6085509106,15,9,1,5.63,"traj0"
"962",6085509107,15,15,15,0,"traj0"
"963",6085509108,15,15,15,0,"traj0"
"964",6085509109,9,1,1,3,"traj0"
"965",6085509201,9,1,1,3,"traj0"
"966",6085509202,9,1,1,3,"traj0"
"967",6085509302,1,7,14,5.31,"traj0"
"968",6085509303,9,15,15,2.63,"traj0"
"969",6085509304,9,1,1,3,"traj0"
"970",6085509401,9,7,7,3,"traj2"
"971",6085509403,15,15,15,0,"traj0"
"972",6085509404,9,15,15,2.63,"traj0"
"973",6085509500,9,15,15,2.63,"traj0"
"974",6085509600,9,7,1,5.31,"traj0"
"975",6085509700,9,1,1,3,"traj0"
"976",6085509801,1,7,7,2.31,"traj2"
"977",6085509802,1,1,14,3,"traj0"
"978",6085509901,1,1,1,0,"traj0"
"979",6085509902,8,1,1,2.31,"traj0"
"980",6085510001,1,1,14,3,"traj0"
"981",6085510002,1,1,1,0,"traj0"
"982",6085510100,1,1,1,0,"traj0"
"983",6085510200,1,1,14,3,"traj0"
"984",6085510300,1,1,1,0,"traj0"
"985",6085510400,1,1,1,0,"traj0"
"986",6085510500,1,1,1,0,"traj0"
"987",6085510600,1,7,7,2.31,"traj2"
"988",6085510700,9,7,1,5.31,"traj0"
"989",6085510801,1,14,14,3,"traj0"
"990",6085510802,1,1,1,0,"traj0"
"991",6085510803,1,7,7,2.31,"traj2"
"992",6085510900,1,1,7,2.31,"traj2"
"993",6085511000,1,7,7,2.31,"traj2"
"994",6085511100,1,1,1,0,"traj0"
"995",6085511200,1,1,1,0,"traj0"
"996",6085511400,1,1,1,0,"traj0"
"997",6085511500,1,7,7,2.31,"traj2"
"998",6085511701,1,1,1,0,"traj0"
"999",6085511702,1,1,1,0,"traj0"
"1000",6085511800,1,1,1,0,"traj0"
"1001",6085511905,8,1,8,4.62,"traj0"
"1002",6085511907,8,14,8,6,"traj0"
"1003",6085511909,14,14,14,0,"traj0"
"1004",6085511910,8,1,1,2.31,"traj0"
"1005",6085511911,8,8,8,0,"traj0"
"1006",6085511912,14,14,14,0,"traj0"
"1007",6085511913,8,1,1,2.31,"traj0"
"1008",6085511914,8,1,8,4.62,"traj0"
"1009",6085512001,8,8,8,0,"traj0"
"1010",6085512005,8,8,1,2.31,"traj0"
"1011",6085512017,6,13,13,3,"traj0"
"1012",6085512019,8,8,8,0,"traj0"
"1013",6085512020,9,6,6,3,"traj0"
"1014",6085512021,8,8,8,0,"traj0"
"1015",6085512022,6,6,6,0,"traj0"
"1016",6085512023,6,6,6,0,"traj0"
"1017",6085512024,8,8,8,0,"traj0"
"1018",6085512026,8,8,8,0,"traj0"
"1019",6085512027,15,8,8,3,"traj0"
"1020",6085512029,8,1,1,2.31,"traj0"
"1021",6085512030,8,1,1,2.31,"traj0"
"1022",6085512031,8,1,1,2.31,"traj0"
"1023",6085512032,8,13,1,6,"traj0"
"1024",6085512033,8,8,8,0,"traj0"
"1025",6085512034,8,8,8,0,"traj0"
"1026",6085512035,8,8,1,2.31,"traj0"
"1027",6085512100,13,1,13,6,"traj0"
"1028",6085512200,8,8,8,0,"traj0"
"1029",6085512305,8,8,1,2.31,"traj0"
"1030",6085512307,8,8,1,2.31,"traj0"
"1031",6085512308,8,8,8,0,"traj0"
"1032",6085512309,8,8,8,0,"traj0"
"1033",6085512401,13,13,13,0,"traj0"
"1034",6085512402,13,8,13,6,"traj0"
"1035",6085512503,8,8,8,0,"traj0"
"1036",6085512505,13,13,13,0,"traj0"
"1037",6085512506,13,13,13,0,"traj0"
"1038",6085512508,13,13,13,0,"traj0"
"1039",6085512602,13,13,13,0,"traj0"
"1040",6095250200,8,13,3,6,"traj0"
"1041",6095250300,8,13,3,6,"traj0"
"1042",6095250400,13,13,13,0,"traj0"
"1043",6095250501,8,6,8,4.28,"traj0"
"1044",6095250502,8,8,13,3,"traj0"
"1045",6095250601,8,13,3,6,"traj0"
"1046",6095250701,3,3,3,0,"traj0"
"1047",6095250900,3,3,3,0,"traj0"
"1048",6095251000,3,3,3,0,"traj0"
"1049",6095251100,3,6,6,2.31,"traj0"
"1050",6095251200,3,3,6,2.31,"traj0"
"1051",6095251300,8,1,13,5.31,"traj0"
"1052",6095251400,8,8,8,0,"traj0"
"1053",6095251500,3,3,3,0,"traj0"
"1054",6095251600,3,3,3,0,"traj0"
"1055",6095251701,3,3,3,0,"traj0"
"1056",6095251702,13,13,13,0,"traj0"
"1057",6095251802,6,6,6,0,"traj0"
"1058",6095251803,13,3,13,6,"traj0"
"1059",6095251804,9,13,13,2.63,"traj0"
"1060",6095251901,13,15,3,4.96,"traj0"
"1061",6095251902,13,13,13,0,"traj0"
"1062",6095251903,13,13,13,0,"traj0"
"1063",6095252000,1,1,1,0,"traj0"
"1064",6095252102,13,8,8,3,"traj0"
"1065",6095252103,8,13,13,3,"traj0"
"1066",6095252104,8,8,1,2.31,"traj0"
"1067",6095252106,8,8,8,0,"traj0"
"1068",6095252107,8,8,1,2.31,"traj0"
"1069",6095252108,8,8,1,2.31,"traj0"
"1070",6095252201,8,8,14,3,"traj0"
"1071",6095252202,8,8,13,3,"traj0"
"1072",6095252305,8,8,8,0,"traj0"
"1073",6095252306,8,8,8,0,"traj0"
"1074",6095252401,13,6,6,3,"traj0"
"1075",6095252402,6,3,3,2.31,"traj0"
"1076",6095252501,13,6,6,3,"traj0"
"1077",6095252502,3,3,3,0,"traj0"
"1078",6095252604,6,3,3,2.31,"traj0"
"1079",6095252605,6,3,6,4.62,"traj0"
"1080",6095252606,3,6,6,2.31,"traj0"
"1081",6095252607,3,6,6,2.31,"traj0"
"1082",6095252608,6,3,3,2.31,"traj0"
"1083",6095252702,8,13,13,3,"traj0"
"1084",6095252703,8,13,13,3,"traj0"
"1085",6095252704,8,13,3,6,"traj0"
"1086",6095252705,8,13,13,3,"traj0"
"1087",6095252706,8,8,13,3,"traj0"
"1088",6095252707,8,3,3,2.31,"traj0"
"1089",6095252903,13,8,8,3,"traj0"
"1090",6095252904,13,8,8,3,"traj0"
"1091",6095252908,8,8,8,0,"traj0"
"1092",6095252909,8,8,8,0,"traj0"
"1093",6095252910,8,13,8,6,"traj0"
"1094",6095253101,13,8,8,3,"traj0"
"1095",6095253105,8,15,15,3,"traj0"
"1096",6095253106,8,8,8,0,"traj0"
"1097",6095253107,8,8,8,0,"traj0"
"1098",6095253108,8,13,13,3,"traj0"
"1099",6095253201,8,8,8,0,"traj0"
"1100",6095253203,13,13,13,0,"traj0"
"1101",6095253300,13,8,13,6,"traj0"
"1102",6095253402,13,13,13,0,"traj0"
"1103",6095253500,13,8,8,3,"traj0"
"1104",6097150100,1,13,1,6,"traj0"
"1105",6097150202,1,1,8,2.31,"traj0"
"1106",6097150303,1,1,1,0,"traj0"
"1107",6097150304,13,13,13,0,"traj0"
"1108",6097150500,13,8,1,5.31,"traj0"
"1109",6097150601,13,13,13,0,"traj0"
"1110",6097150602,8,8,8,0,"traj0"
"1111",6097150603,13,1,8,5.31,"traj0"
"1112",6097150701,13,13,15,1.96,"traj0"
"1113",6097150702,8,8,8,0,"traj0"
"1114",6097150800,1,1,13,3,"traj0"
"1115",6097150901,13,13,13,0,"traj0"
"1116",6097150902,1,1,8,2.31,"traj0"
"1117",6097151000,1,1,8,2.31,"traj0"
"1118",6097151100,13,8,8,3,"traj0"
"1119",6097151201,13,8,8,3,"traj0"
"1120",6097151203,13,8,8,3,"traj0"
"1121",6097151204,13,8,8,3,"traj0"
"1122",6097151301,13,8,6,5.14,"traj0"
"1123",6097151305,6,6,6,0,"traj0"
"1124",6097151306,13,8,8,3,"traj0"
"1125",6097151307,8,8,8,0,"traj0"
"1126",6097151308,13,8,8,3,"traj0"
"1127",6097151309,8,8,8,0,"traj0"
"1128",6097151310,8,8,8,0,"traj0"
"1129",6097151311,8,15,8,6,"traj0"
"1130",6097151401,13,13,13,0,"traj0"
"1131",6097151402,6,6,6,0,"traj0"
"1132",6097151502,13,13,13,0,"traj0"
"1133",6097151503,8,1,1,2.31,"traj0"
"1134",6097151504,8,8,8,0,"traj0"
"1135",6097151700,13,13,13,0,"traj0"
"1136",6097151800,1,13,13,3,"traj0"
"1137",6097151900,13,13,6,3,"traj0"
"1138",6097152000,2,2,2,0,"traj0"
"1139",6097152100,13,13,13,0,"traj0"
"1140",6097152201,13,13,13,0,"traj0"
"1141",6097152202,13,8,8,3,"traj0"
"1142",6097152203,13,13,1,3,"traj0"
"1143",6097152300,1,1,1,0,"traj0"
"1144",6097152400,8,1,1,2.31,"traj0"
"1145",6097152501,13,13,8,3,"traj0"
"1146",6097152502,13,8,8,3,"traj0"
"1147",6097152600,8,8,8,0,"traj0"
"1148",6097152701,13,8,8,3,"traj0"
"1149",6097152702,13,13,8,3,"traj0"
"1150",6097152801,8,8,8,0,"traj0"
"1151",6097152802,6,6,6,0,"traj0"
"1152",6097152903,13,6,13,6,"traj0"
"1153",6097152904,8,8,8,0,"traj0"
"1154",6097153001,13,6,6,3,"traj0"
"1155",6097153002,13,6,6,3,"traj0"
"1156",6097153003,13,6,6,3,"traj0"
"1157",6097153005,8,8,8,0,"traj0"
"1158",6097153006,13,8,8,3,"traj0"
"1159",6097153102,13,6,6,3,"traj0"
"1160",6097153200,13,13,13,0,"traj0"
"1161",6097153300,13,13,13,0,"traj0"
"1162",6097153401,13,13,8,3,"traj0"
"1163",6097153403,1,13,8,6,"traj0"
"1164",6097153404,13,8,1,5.31,"traj0"
"1165",6097153501,1,8,8,2.31,"traj0"
"1166",6097153502,13,8,1,5.31,"traj0"
"1167",6097153600,13,8,8,3,"traj0"
"1168",6097153703,13,1,1,3,"traj0"
"1169",6097153704,13,1,1,3,"traj0"
"1170",6097153705,1,13,1,6,"traj0"
"1171",6097153706,1,1,1,0,"traj0"
"1172",6097153801,13,13,8,3,"traj0"
"1173",6097153901,13,13,13,0,"traj0"
"1174",6097153902,13,13,13,0,"traj0"
"1175",6097153903,1,13,13,3,"traj0"
"1176",6097154000,13,1,8,5.31,"traj0"
"1177",6097154100,13,13,8,3,"traj0"
"1178",6097154302,13,1,1,3,"traj0"
