"","Geo_FIPS","cl.2010","cl.2011","cl.2012","cl.2013","cl.2014","change"
"1040",6085503211,13,6,6,6,6,1
"1041",6085503212,13,13,13,13,13,0
"1042",6085503213,13,13,13,13,13,0
"1043",6085503214,6,6,6,6,6,0
"1044",6085503217,6,6,6,6,6,0
"1045",6085503218,6,6,6,6,6,0
"1046",6085503304,13,13,13,13,13,0
"1047",6085503305,13,13,13,13,13,0
"1048",6085503306,6,6,6,6,6,0
"1049",6085503312,1,1,1,1,1,0
"1050",6085503313,14,14,14,14,14,0
"1051",6085503315,13,13,13,13,13,0
"1052",6085503321,14,14,14,14,14,0
"1053",6085503322,1,1,1,1,13,1
"1054",6085503323,13,13,13,13,13,0
"1055",6085503324,13,14,14,14,14,1
"1056",6085503325,13,13,13,13,13,0
"1057",6085503326,14,14,14,14,14,0
"1058",6085503327,13,13,13,13,13,0
"1059",6085503329,14,14,14,14,14,0
"1060",6085503330,14,14,14,14,14,0
"1061",6085503331,13,13,13,13,13,0
"1062",6085503332,1,1,1,1,1,0
"1063",6085503333,13,13,13,14,14,1
"1064",6085503334,14,14,14,14,14,0
"1065",6085503336,13,13,13,13,13,0
"1066",6085503337,13,13,13,13,13,0
"1067",6085503401,6,6,6,6,6,0
"1068",6085503402,6,6,6,6,6,0
"1069",6085503504,6,6,6,6,6,0
"1070",6085503506,6,6,6,6,6,0
"1071",6085503507,6,6,6,6,6,0
"1072",6085503508,6,6,6,6,6,0
"1073",6085503509,6,6,6,6,6,0
"1074",6085503510,6,6,6,6,6,0
"1075",6085503511,13,13,13,13,13,0
"1076",6085503601,6,6,6,6,6,0
"1077",6085503602,6,6,6,6,6,0
"1078",6085503703,6,6,6,6,6,0
"1079",6085503707,13,13,13,13,13,0
"1080",6085503708,13,13,13,13,13,0
"1081",6085503709,6,6,6,6,6,0
"1082",6085503710,6,6,6,6,6,0
"1083",6085503711,6,6,6,6,6,0
"1084",6085503712,6,6,6,6,6,0
"1085",6085503713,6,6,6,6,6,0
"1086",6085503802,6,6,6,6,6,0
"1087",6085503803,14,14,14,14,14,0
"1088",6085503804,12,12,13,13,13,1
"1089",6085503902,6,6,6,6,6,0
"1090",6085503903,6,6,6,6,6,0
"1091",6085504001,6,6,6,6,6,0
"1092",6085504002,6,6,6,6,6,0
"1093",6085504101,6,6,6,6,6,0
"1094",6085504102,6,6,6,6,6,0
"1095",6085504201,1,1,1,1,1,0
"1096",6085504202,13,13,13,13,13,0
"1097",6085504307,14,14,14,14,14,0
"1098",6085504308,14,14,14,14,14,0
"1099",6085504311,14,14,14,14,14,0
"1100",6085504314,14,14,14,14,13,1
"1101",6085504316,13,13,13,13,13,0
"1102",6085504318,13,13,13,13,13,0
"1103",6085504319,14,14,14,14,14,0
"1104",6085504320,14,14,14,14,14,0
"1105",6085504321,13,13,13,14,14,1
"1106",6085504322,14,14,14,14,14,0
"1107",6085504323,13,13,14,14,14,1
"1108",6085504410,13,13,13,13,13,0
"1109",6085504411,14,14,14,13,13,1
"1110",6085504412,13,13,13,13,13,0
"1111",6085504413,14,14,14,14,14,0
"1112",6085504414,14,14,14,14,14,0
"1113",6085504415,14,14,14,14,14,0
"1114",6085504416,14,14,14,14,14,0
"1115",6085504418,13,13,13,13,13,0
"1116",6085504420,14,14,14,14,14,0
"1117",6085504421,14,14,14,14,14,0
"1118",6085504422,14,14,14,13,13,1
"1119",6085504423,14,1,1,1,1,1
"1120",6085504504,13,13,13,13,13,0
"1121",6085504505,14,14,14,14,14,0
"1122",6085504506,14,14,14,14,14,0
"1123",6085504507,1,14,14,14,14,1
"1124",6085504602,6,6,6,6,6,0
"1125",6085504802,12,12,12,12,12,0
"1126",6085504803,12,12,14,14,14,1
"1127",6085504805,12,12,12,12,12,0
"1128",6085504806,1,1,1,1,1,0
"1129",6085504901,9,9,9,9,9,0
"1130",6085505001,14,14,14,14,14,0
"1131",6085505007,1,1,1,1,1,0
"1132",6085505009,12,12,12,12,12,0
"1133",6085505100,12,12,12,12,12,0
"1134",6085505202,6,6,6,6,6,0
"1135",6085505203,12,12,12,12,12,0
"1136",6085505301,1,1,1,1,1,0
"1137",6085505302,1,1,1,1,1,0
"1138",6085505303,12,12,12,12,12,0
"1139",6085505304,1,1,1,1,1,0
"1140",6085505305,1,1,1,1,1,0
"1141",6085505401,12,12,12,12,12,0
"1142",6085505402,1,1,1,1,1,0
"1143",6085505403,12,12,12,12,12,0
"1144",6085505500,1,1,1,1,1,0
"1145",6085505600,12,4,4,4,4,1
"1146",6085505700,12,12,12,12,12,0
"1147",6085505800,1,1,1,1,1,0
"1148",6085505900,12,12,12,12,1,1
"1149",6085506000,1,1,1,1,1,0
"1150",6085506101,1,1,1,1,1,0
"1151",6085506102,1,1,1,1,1,0
"1152",6085506103,14,14,14,14,14,0
"1153",6085506202,1,14,14,14,14,1
"1154",6085506203,12,12,12,12,12,0
"1155",6085506204,1,1,1,1,1,0
"1156",6085506301,12,12,12,12,12,0
"1157",6085506302,1,1,1,1,1,0
"1158",6085506304,12,12,12,12,12,0
"1159",6085506305,12,12,12,6,6,1
"1160",6085506401,12,12,12,12,12,0
"1161",6085506402,12,12,12,12,12,0
"1162",6085506501,6,6,6,6,6,0
"1163",6085506502,12,12,12,12,12,0
"1164",6085506503,12,12,12,12,12,0
"1165",6085506601,1,1,1,1,1,0
"1166",6085506603,1,1,1,1,1,0
"1167",6085506604,1,14,14,14,14,1
"1168",6085506605,1,12,12,12,12,1
"1169",6085506606,1,1,1,1,1,0
"1170",6085506701,1,1,1,1,1,0
"1171",6085506702,1,1,1,1,1,0
"1172",6085506703,1,1,1,1,1,0
"1173",6085506801,1,1,1,1,1,0
"1174",6085506802,1,1,1,1,1,0
"1175",6085506803,1,1,1,1,1,0
"1176",6085506804,1,1,1,1,1,0
"1177",6085506900,1,1,1,1,1,0
"1178",6085507001,1,1,1,1,1,0
"1179",6085507002,1,1,1,1,1,0
"1180",6085507100,2,2,2,2,2,0
"1181",6085507203,1,1,1,1,1,0
"1182",6085507205,1,1,1,1,1,0
"1183",6085507206,1,1,1,1,1,0
"1184",6085507301,1,1,1,1,1,0
"1185",6085507302,1,1,1,1,1,0
"1186",6085507401,14,14,14,14,14,0
"1187",6085507402,1,1,1,1,1,0
"1188",6085507500,14,14,14,14,14,0
"1189",6085507600,1,1,1,1,1,0
"1190",6085507701,14,14,14,14,14,0
"1191",6085507702,14,14,14,14,14,0
"1192",6085507703,14,14,14,14,14,0
"1193",6085507805,14,14,14,14,14,0
"1194",6085507806,14,14,14,14,14,0
"1195",6085507807,14,14,14,14,14,0
"1196",6085507808,14,14,14,14,14,0
"1197",6085507903,14,14,14,14,14,0
"1198",6085507904,14,14,14,14,14,0
"1199",6085507905,14,14,14,14,14,0
"1200",6085507906,14,14,14,14,14,0
"1201",6085508001,14,14,14,14,14,0
"1202",6085508003,14,14,14,14,14,0
"1203",6085508004,14,14,14,14,14,0
"1204",6085508101,14,14,14,14,14,0
"1205",6085508102,14,14,14,14,14,0
"1206",6085508202,1,1,1,14,14,1
"1207",6085508203,14,14,14,14,14,0
"1208",6085508204,14,14,14,14,14,0
"1209",6085508301,1,1,1,1,1,0
"1210",6085508303,1,1,1,1,1,0
"1211",6085508304,12,12,12,12,12,0
"1212",6085508401,1,1,1,1,1,0
"1213",6085508403,1,1,1,1,1,0
"1214",6085508404,14,14,14,14,14,0
"1215",6085508503,12,12,12,12,12,0
"1216",6085508504,12,12,12,12,12,0
"1217",6085508505,14,14,14,14,14,0
"1218",6085508507,12,12,12,12,12,0
"1219",6085508508,12,1,1,1,1,1
"1220",6085508601,1,1,1,1,1,0
"1221",6085508602,1,1,1,1,1,0
"1222",6085508703,12,12,12,12,12,0
"1223",6085508704,12,12,12,12,12,0
"1224",6085508800,12,12,12,12,12,0
"1225",6085508900,6,6,6,6,6,0
"1226",6085509000,12,12,12,12,12,0
"1227",6085509102,12,12,9,9,9,1
"1228",6085509105,12,12,12,12,12,0
"1229",6085509106,12,1,1,1,1,1
"1230",6085509107,12,12,12,12,12,0
"1231",6085509108,12,12,12,12,12,0
"1232",6085509109,2,2,2,2,2,0
"1233",6085509201,1,1,1,1,2,1
"1234",6085509202,1,1,1,14,14,1
"1235",6085509302,1,1,1,1,1,0
"1236",6085509303,12,12,12,12,12,0
"1237",6085509304,12,12,12,12,12,0
"1238",6085509401,2,2,2,2,2,0
"1239",6085509403,4,4,4,4,4,0
"1240",6085509404,12,12,12,12,12,0
"1241",6085509500,12,12,12,12,12,0
"1242",6085509600,2,2,2,2,2,0
"1243",6085509700,1,1,2,2,2,1
"1244",6085509801,2,2,2,2,2,0
"1245",6085509802,1,1,1,1,1,0
"1246",6085509901,1,1,1,1,1,0
"1247",6085509902,1,1,1,1,1,0
"1248",6085510001,1,1,1,1,1,0
"1249",6085510002,1,1,1,1,1,0
"1250",6085510100,1,1,1,1,1,0
"1251",6085510200,1,1,1,1,1,0
"1252",6085510300,1,1,1,1,1,0
"1253",6085510400,1,1,1,1,1,0
"1254",6085510500,1,1,1,1,1,0
"1255",6085510600,2,2,2,2,2,0
"1256",6085510700,2,2,2,2,2,0
"1257",6085510801,1,1,1,1,1,0
"1258",6085510802,2,1,1,1,1,1
"1259",6085510803,2,2,2,2,2,0
"1260",6085510900,2,2,2,2,2,0
"1261",6085511000,2,2,2,2,2,0
"1262",6085511100,1,1,1,1,1,0
"1263",6085511200,1,1,1,1,1,0
"1264",6085511301,2,2,2,2,2,0
"1265",6085511302,2,2,2,2,2,0
"1266",6085511400,1,1,1,1,1,0
"1267",6085511500,2,2,2,2,2,0
"1268",6085511608,10,15,15,15,10,2
"1269",6085511609,2,2,2,2,2,0
"1270",6085511701,1,1,1,1,1,0
"1271",6085511702,1,1,1,1,1,0
"1272",6085511704,1,1,1,1,1,0
"1273",6085511707,1,1,1,1,1,0
"1274",6085511800,1,1,1,1,1,0
"1275",6085511905,1,14,14,14,14,1
"1276",6085511907,14,14,14,14,14,0
"1277",6085511909,14,14,14,14,14,0
"1278",6085511910,1,1,1,1,1,0
"1279",6085511911,13,13,13,13,13,0
"1280",6085511912,1,1,14,14,14,1
"1281",6085511913,1,1,1,1,1,0
"1282",6085511915,6,6,6,6,6,0
"1283",6085511916,13,13,13,1,1,1
"1284",6085512001,14,14,14,14,14,0
"1285",6085512005,13,13,13,13,13,0
"1286",6085512017,13,6,6,6,6,1
"1287",6085512019,1,13,13,13,13,1
"1288",6085512020,12,12,12,12,12,0
"1289",6085512021,13,13,13,13,13,0
"1290",6085512022,6,6,6,6,6,0
"1291",6085512023,6,6,6,4,4,1
"1292",6085512024,13,13,13,13,13,0
"1293",6085512026,13,13,13,13,13,0
"1294",6085512027,13,13,13,13,13,0
"1295",6085512029,13,13,1,1,1,1
"1296",6085512030,1,1,1,1,1,0
"1297",6085512031,1,1,1,13,13,1
"1298",6085512033,13,13,13,13,13,0
"1299",6085512034,1,1,1,1,1,0
"1300",6085512035,13,13,13,13,13,0
"1301",6085512037,13,13,13,13,13,0
"1302",6085512038,12,12,12,12,12,0
"1303",6085512039,1,1,1,1,1,0
"1304",6085512042,13,6,6,6,6,1
"1305",6085512043,6,6,6,6,6,0
"1306",6085512045,13,1,1,1,13,2
"1307",6085512047,13,1,1,1,1,1
"1308",6085512052,12,12,12,12,12,0
"1309",6085512053,1,1,1,1,1,0
"1310",6085512100,1,1,13,13,13,1
"1311",6085512200,1,1,1,1,1,0
"1312",6085512305,1,1,13,13,13,1
"1313",6085512307,1,1,1,1,1,0
"1314",6085512308,1,1,1,1,1,0
"1315",6085512309,1,1,1,1,1,0
"1316",6085512310,13,13,13,13,13,0
"1317",6085512311,13,13,13,13,13,0
"1318",6085512312,1,1,1,1,1,0
"1319",6085512313,13,13,13,13,13,0
"1320",6085512314,4,4,4,4,4,0
"1321",6085512401,13,13,1,1,1,1
"1322",6085512402,13,13,13,13,13,0
"1323",6085512503,1,1,1,1,1,0
"1324",6085512505,13,13,13,13,13,0
"1325",6085512506,4,4,4,4,4,0
"1326",6085512508,4,4,4,4,4,0
"1327",6085512509,13,13,13,13,13,0
"1328",6085512510,13,13,13,13,13,0
"1329",6085512602,6,6,6,6,6,0
"1330",6085512603,6,6,6,6,6,0
"1331",6085512604,6,6,6,6,6,0
"1332",6085513000,10,10,10,10,10,0
"1333",6095250103,13,13,13,13,13,0
"1334",6095250104,13,13,13,13,13,0
"1335",6095250105,14,14,14,14,14,0
"1336",6095250106,13,13,13,13,13,0
"1337",6095250200,4,4,4,6,6,1
"1338",6095250300,4,4,4,4,4,0
"1339",6095250400,4,4,4,4,4,0
"1340",6095250501,13,13,13,13,13,0
"1341",6095250502,1,1,1,13,13,1
"1342",6095250601,4,4,4,4,4,0
"1343",6095250604,14,13,13,14,14,2
"1344",6095250605,14,14,14,14,13,1
"1345",6095250701,4,4,6,6,6,1
"1346",6095250801,4,4,4,4,4,0
"1347",6095250900,5,5,5,5,5,0
"1348",6095251000,4,4,4,4,4,0
"1349",6095251100,6,6,6,6,6,0
"1350",6095251200,4,4,4,6,6,1
"1351",6095251300,13,13,13,13,13,0
"1352",6095251400,13,13,13,13,13,0
"1353",6095251500,6,6,6,6,6,0
"1354",6095251600,6,5,5,5,5,1
"1355",6095251701,4,4,4,4,4,0
"1356",6095251702,13,13,13,13,13,0
"1357",6095251802,5,5,5,5,5,0
"1358",6095251803,4,4,4,4,4,0
"1359",6095251804,13,13,13,13,13,0
"1360",6095251901,4,4,4,4,4,0
"1361",6095251902,4,4,4,4,4,0
"1362",6095251903,13,13,13,13,13,0
"1363",6095252000,1,1,1,1,1,0
"1364",6095252102,1,1,1,13,13,1
"1365",6095252103,13,13,13,13,13,0
"1366",6095252104,14,14,14,14,14,0
"1367",6095252106,1,1,1,1,1,0
"1368",6095252107,1,1,1,1,1,0
"1369",6095252108,1,1,1,1,1,0
"1370",6095252201,14,14,14,14,14,0
"1371",6095252202,13,13,13,13,13,0
"1372",6095252305,1,1,1,1,1,0
"1373",6095252306,13,13,13,13,13,0
"1374",6095252310,1,1,1,1,1,0
"1375",6095252311,14,14,14,14,14,0
"1376",6095252312,1,13,13,13,13,1
"1377",6095252313,13,13,13,13,13,0
"1378",6095252314,13,13,13,13,13,0
"1379",6095252315,13,13,13,13,13,0
"1380",6095252316,13,13,13,13,13,0
"1381",6095252317,13,13,13,13,13,0
"1382",6095252401,6,6,6,6,6,0
"1383",6095252402,4,4,4,4,4,0
"1384",6095252501,6,6,6,6,6,0
"1385",6095252502,4,4,4,4,4,0
"1386",6095252604,4,4,6,6,6,1
"1387",6095252605,6,6,6,6,6,0
"1388",6095252606,6,6,6,6,6,0
"1389",6095252607,6,6,6,6,6,0
"1390",6095252608,4,4,4,4,4,0
"1391",6095252610,13,13,13,13,13,0
"1392",6095252611,4,4,4,4,4,0
"1393",6095252702,13,13,13,13,13,0
"1394",6095252703,13,13,13,13,13,0
"1395",6095252704,13,4,4,4,4,1
"1396",6095252705,13,13,13,13,13,0
"1397",6095252706,13,13,13,13,13,0
"1398",6095252707,4,4,4,4,4,0
"1399",6095252801,15,15,15,15,15,0
"1400",6095252903,1,1,1,1,1,0
"1401",6095252904,13,13,1,1,1,1
"1402",6095252908,13,13,13,13,13,0
"1403",6095252909,1,1,1,1,1,0
"1404",6095252910,13,13,13,1,1,1
"1405",6095252911,1,1,1,1,1,0
"1406",6095252912,1,1,1,1,1,0
"1407",6095252913,1,1,1,1,1,0
"1408",6095252914,13,13,13,13,13,0
"1409",6095252915,13,13,13,13,13,0
"1410",6095253101,1,1,1,1,1,0
"1411",6095253105,4,4,4,4,4,0
"1412",6095253106,13,13,13,13,13,0
"1413",6095253107,13,13,13,13,13,0
"1414",6095253108,13,13,13,13,13,0
"1415",6095253201,1,1,1,1,1,0
"1416",6095253203,4,4,4,4,4,0
"1417",6095253204,13,13,13,13,13,0
"1418",6095253205,13,13,13,13,13,0
"1419",6095253206,1,1,1,1,1,0
"1420",6095253300,13,13,13,13,13,0
"1421",6095253402,4,4,4,4,4,0
"1422",6095253403,13,13,13,13,13,0
"1423",6095253404,13,13,13,13,13,0
"1424",6095253500,13,13,13,13,13,0
"1425",6097150100,1,1,1,1,1,0
"1426",6097150202,1,1,1,1,1,0
"1427",6097150203,1,1,1,1,1,0
"1428",6097150204,1,1,1,1,1,0
"1429",6097150303,1,1,1,1,1,0
"1430",6097150304,4,4,4,4,4,0
"1431",6097150305,4,6,6,6,6,1
"1432",6097150306,1,1,1,1,1,0
"1433",6097150500,1,1,1,1,1,0
"1434",6097150601,13,13,13,13,13,0
"1435",6097150602,13,13,13,13,13,0
"1436",6097150603,13,13,13,13,13,0
"1437",6097150607,1,1,1,1,1,0
"1438",6097150609,13,13,13,13,13,0
"1439",6097150610,1,1,1,1,1,0
"1440",6097150611,13,13,13,13,13,0
"1441",6097150612,1,1,1,1,1,0
"1442",6097150701,13,13,13,13,13,0
"1443",6097150702,1,1,1,1,1,0
"1444",6097150800,1,1,1,1,1,0
"1445",6097150901,4,4,4,4,4,0
"1446",6097150902,1,1,1,1,1,0
"1447",6097151000,1,1,1,1,1,0
"1448",6097151100,1,1,1,1,1,0
"1449",6097151201,13,13,13,13,13,0
"1450",6097151203,13,13,13,13,13,0
"1451",6097151204,13,13,13,13,13,0
"1452",6097151301,4,4,4,4,4,0
"1453",6097151305,4,4,4,4,4,0
"1454",6097151306,13,13,12,12,12,1
"1455",6097151307,1,1,1,13,13,1
"1456",6097151308,13,12,12,12,12,1
"1457",6097151309,1,13,13,13,13,1
"1458",6097151310,12,12,12,12,12,0
"1459",6097151311,13,13,13,13,13,0
"1460",6097151401,13,13,13,13,13,0
"1461",6097151402,4,4,4,4,4,0
"1462",6097151502,13,13,1,1,1,1
"1463",6097151503,1,1,1,1,1,0
"1464",6097151504,1,1,1,1,1,0
"1465",6097151601,1,1,1,1,1,0
"1466",6097151602,1,1,1,1,1,0
"1467",6097151700,13,13,13,13,1,1
"1468",6097151800,1,1,1,1,1,0
"1469",6097151900,4,4,4,4,4,0
"1470",6097152000,5,5,5,5,5,0
"1471",6097152100,4,4,4,4,4,0
"1472",6097152201,4,4,4,4,4,0
"1473",6097152202,13,13,13,13,13,0
"1474",6097152203,1,1,1,1,1,0
"1475",6097152300,1,1,1,1,1,0
"1476",6097152400,1,1,1,1,1,0
"1477",6097152501,13,13,13,13,13,0
"1478",6097152502,13,13,13,13,13,0
"1479",6097152600,1,1,1,1,1,0
"1480",6097152701,1,1,1,1,1,0
"1481",6097152702,13,13,13,13,13,0
"1482",6097152801,13,13,13,13,13,0
"1483",6097152802,4,4,4,4,4,0
"1484",6097152903,4,4,4,6,6,1
"1485",6097152904,13,13,13,13,13,0
"1486",6097152905,13,13,13,13,13,0
"1487",6097152906,1,1,1,13,13,1
"1488",6097153001,4,4,4,4,4,0
"1489",6097153002,4,4,6,6,6,1
"1490",6097153003,4,4,4,4,4,0
"1491",6097153005,13,13,13,13,13,0
"1492",6097153006,13,13,13,13,13,0
"1493",6097153102,6,6,6,6,6,0
"1494",6097153103,6,6,6,6,6,0
"1495",6097153104,6,6,6,6,6,0
"1496",6097153200,13,13,13,13,13,0
"1497",6097153300,13,13,13,13,13,0
"1498",6097153401,1,1,1,1,1,0
"1499",6097153403,1,1,1,1,1,0
"1500",6097153404,1,1,1,1,1,0
"1501",6097153501,1,1,1,1,1,0
"1502",6097153502,1,1,1,1,1,0
"1503",6097153600,1,1,1,1,1,0
"1504",6097153703,1,1,1,1,1,0
"1505",6097153704,1,1,1,1,1,0
"1506",6097153705,1,1,1,1,1,0
"1507",6097153706,1,1,1,1,1,0
"1508",6097153801,13,13,13,13,13,0
"1509",6097153804,1,1,1,1,1,0
"1510",6097153806,13,13,13,13,13,0
"1511",6097153807,1,1,1,1,1,0
"1512",6097153808,13,13,13,13,13,0
"1513",6097153809,13,13,13,13,13,0
"1514",6097153901,13,13,13,13,13,0
"1515",6097153902,4,4,4,4,4,0
"1516",6097153903,1,1,1,1,1,0
"1517",6097154000,1,1,1,1,1,0
"1518",6097154100,13,13,13,13,13,0
"1519",6097154201,13,13,13,13,13,0
"1520",6097154202,13,13,13,13,13,0
"1521",6097154302,1,1,1,1,1,0
"1522",6097154303,1,1,1,1,1,0
"1523",6097154304,1,1,1,1,1,0
